"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","HLY-DEWP-10PCTL","HLY-DEWP-90PCTL","HLY-DEWP-NORMAL","HLY-HIDX-NORMAL","HLY-TEMP-10PCTL","HLY-TEMP-90PCTL","HLY-TEMP-NORMAL","HLY-WCHL-NORMAL"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T01:00:00","37.0","66.0","51.6","60.2","50.0","71.1","60.2","59.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T02:00:00","37.0","66.0","51.6","59.4","48.9","71.1","59.4","58.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T03:00:00","37.0","66.0","51.7","58.7","48.0","70.0","58.7","58.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T04:00:00","37.0","66.9","51.8","58.2","46.9","69.1","58.2","57.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T05:00:00","37.0","66.9","51.8","57.7","46.0","69.1","57.7","56.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T06:00:00","37.0","66.9","51.7","57.2","45.0","69.1","57.2","56.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T07:00:00","37.0","66.0","51.7","56.9","45.0","69.1","56.9","56.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T08:00:00","37.9","66.9","52.8","59.4","48.9","70.0","59.4","58.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T09:00:00","37.0","66.9","52.8","62.6","53.1","73.0","62.6","62.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T10:00:00","36.0","66.9","52.4","65.8","54.0","75.9","65.8","65.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T11:00:00","35.1","66.9","52.2","68.4","57.0","79.0","68.3","68.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T12:00:00","34.0","66.0","51.8","70.6","57.9","81.0","70.3","70.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T13:00:00","34.0","66.0","51.5","72.2","59.0","82.9","71.9","71.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T14:00:00","34.0","66.0","51.2","73.1","59.0","84.0","72.9","72.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T15:00:00","34.0","66.0","51.0","73.7","60.1","84.9","73.4","73.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T16:00:00","34.0","66.0","50.7","73.4","60.1","84.0","73.2","73.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T17:00:00","34.0","66.0","50.8","72.0","60.1","82.9","71.8","71.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T18:00:00","35.1","66.0","51.1","68.6","55.9","79.0","68.5","68.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T19:00:00","35.1","66.0","51.3","66.3","55.9","75.9","66.3","66.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T20:00:00","36.0","66.0","51.4","65.0","55.0","75.0","65.0","64.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T21:00:00","36.0","66.0","51.3","63.8","53.1","73.9","63.8","63.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T22:00:00","36.0","66.0","51.3","62.7","52.0","73.0","62.7","62.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-24T23:00:00","36.0","66.0","51.2","61.6","51.1","72.0","61.6","61.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T00:00:00","37.0","66.0","51.3","60.7","50.0","72.0","60.7","60.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T01:00:00","37.0","66.0","51.4","59.8","48.9","71.1","59.8","59.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T02:00:00","37.0","66.0","51.4","59.1","48.0","71.1","59.1","58.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T03:00:00","37.0","66.0","51.5","58.3","46.9","70.0","58.3","57.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T04:00:00","37.0","66.9","51.6","57.9","46.0","69.1","57.9","57.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T05:00:00","36.0","66.9","51.5","57.4","46.0","69.1","57.4","56.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T06:00:00","36.0","66.9","51.5","56.9","45.0","69.1","56.9","55.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T07:00:00","36.0","66.0","51.5","56.6","45.0","69.1","56.6","55.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T08:00:00","37.9","66.9","52.4","59.0","48.0","70.0","59.0","58.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T09:00:00","37.0","66.9","52.5","62.2","52.0","73.0","62.2","61.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T10:00:00","36.0","66.9","52.1","65.4","54.0","75.9","65.4","65.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T11:00:00","34.0","66.0","51.9","68.0","55.9","79.0","67.8","67.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T12:00:00","34.0","66.0","51.5","70.0","57.0","81.0","69.8","69.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T13:00:00","34.0","66.0","51.1","71.6","57.9","82.9","71.4","71.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T14:00:00","33.1","64.9","50.8","72.6","59.0","82.9","72.4","72.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T15:00:00","33.1","64.9","50.7","73.2","60.1","84.0","72.9","72.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T16:00:00","33.1","64.9","50.4","72.9","60.1","84.0","72.6","72.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T17:00:00","34.0","64.9","50.5","71.5","59.0","82.9","71.3","71.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T18:00:00","34.0","64.9","50.8","68.1","55.9","79.0","68.0","67.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T19:00:00","35.1","64.9","50.9","65.8","55.0","75.9","65.8","65.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T20:00:00","36.0","64.9","51.1","64.5","54.0","75.0","64.5","64.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T21:00:00","36.0","66.0","51.0","63.3","53.1","73.9","63.3","63.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T22:00:00","36.0","66.0","51.0","62.3","51.1","73.0","62.2","61.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-25T23:00:00","36.0","64.9","50.9","61.2","51.1","72.0","61.2","60.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T00:00:00","36.0","66.0","51.0","60.3","50.0","71.1","60.3","59.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T01:00:00","36.0","66.0","51.0","59.4","48.9","71.1","59.4","58.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T02:00:00","36.0","66.0","51.0","58.6","46.9","70.0","58.6","58.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T03:00:00","37.0","66.0","51.0","57.9","46.9","69.1","57.9","57.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T04:00:00","37.0","66.0","51.1","57.4","46.0","69.1","57.4","56.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T05:00:00","36.0","66.0","51.0","56.9","46.0","69.1","56.9","56.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T06:00:00","36.0","66.0","51.0","56.4","45.0","68.0","56.4","55.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T07:00:00","36.0","66.0","50.9","56.1","45.0","68.0","56.1","55.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T08:00:00","37.0","66.9","51.9","58.5","48.0","70.0","58.5","57.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T09:00:00","37.0","66.9","52.0","61.6","51.1","72.0","61.6","61.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T10:00:00","35.1","66.0","51.6","64.7","53.1","75.0","64.7","64.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T11:00:00","34.0","66.0","51.4","67.3","55.0","78.1","67.2","67.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T12:00:00","34.0","64.9","51.0","69.3","55.9","80.1","69.2","68.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T13:00:00","34.0","66.0","50.7","70.9","57.0","82.0","70.7","70.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T14:00:00","33.1","64.9","50.4","71.9","57.0","82.9","71.7","71.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T15:00:00","33.1","64.9","50.3","72.5","57.9","84.0","72.3","72.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T16:00:00","33.1","64.9","50.0","72.2","57.9","84.0","72.0","71.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T17:00:00","34.0","64.9","50.1","70.9","57.9","82.0","70.7","70.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T18:00:00","34.0","64.9","50.4","67.5","55.9","78.1","67.4","67.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T19:00:00","35.1","64.9","50.6","65.3","54.0","75.9","65.3","65.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T20:00:00","35.1","64.9","50.7","64.0","53.1","73.9","64.0","63.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T21:00:00","35.1","66.0","50.7","62.9","52.0","73.9","62.9","62.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T22:00:00","36.0","64.9","50.6","61.8","51.1","73.0","61.8","61.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-26T23:00:00","36.0","64.9","50.5","60.7","50.0","72.0","60.7","60.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T00:00:00","36.0","66.0","50.7","59.8","48.9","71.1","59.8","59.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T01:00:00","36.0","66.0","50.6","59.0","48.0","71.1","59.0","58.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T02:00:00","35.6","66.0","50.6","58.2","46.9","70.0","58.2","57.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T03:00:00","36.0","66.0","50.6","57.5","46.0","69.1","57.5","56.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T04:00:00","36.0","66.0","50.7","57.0","46.0","69.1","57.0","56.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T05:00:00","36.0","66.0","50.7","56.5","45.0","69.1","56.5","55.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T06:00:00","35.1","66.0","50.6","56.1","44.1","69.1","56.1","54.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T07:00:00","36.0","66.0","50.6","55.8","44.1","68.0","55.8","54.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T08:00:00","36.0","66.9","51.6","58.0","46.9","70.0","58.0","57.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T09:00:00","36.0","66.9","51.6","61.1","50.0","72.0","61.1","60.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T10:00:00","35.1","66.0","51.3","64.2","53.1","75.0","64.2","63.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T11:00:00","33.1","66.0","51.0","66.8","54.0","78.1","66.7","66.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T12:00:00","33.1","64.9","50.6","68.8","55.9","80.1","68.6","68.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T13:00:00","33.1","66.0","50.3","70.4","57.0","81.0","70.2","70.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T14:00:00","33.1","64.9","50.0","71.4","57.0","82.9","71.2","71.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T15:00:00","32.0","64.9","49.8","72.0","57.9","84.0","71.8","71.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T16:00:00","32.0","64.9","49.5","71.7","57.0","82.9","71.5","71.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T17:00:00","30.9","64.9","49.6","70.3","57.0","82.0","70.2","70.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T18:00:00","33.1","64.9","49.9","67.0","55.0","77.0","66.9","66.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T19:00:00","33.1","64.9","50.2","64.8","53.1","75.9","64.8","64.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T20:00:00","35.1","64.9","50.3","63.6","53.1","73.9","63.5","63.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T21:00:00","35.1","64.9","50.3","62.4","51.1","73.9","62.4","62.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T22:00:00","36.0","64.9","50.3","61.4","50.0","73.0","61.4","60.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-27T23:00:00","36.0","64.9","50.2","60.3","48.9","72.0","60.3","59.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T00:00:00","35.1","66.0","50.3","59.4","48.0","71.1","59.4","58.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T01:00:00","36.0","64.9","50.2","58.6","46.9","70.0","58.6","57.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T02:00:00","35.1","66.0","50.2","57.8","46.0","70.0","57.8","56.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T03:00:00","35.1","66.0","50.2","57.1","45.0","69.1","57.1","56.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T04:00:00","36.0","66.0","50.3","56.6","45.0","68.0","56.6","55.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T05:00:00","35.1","66.0","50.3","56.1","44.1","69.1","56.1","55.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T06:00:00","35.1","66.0","50.2","55.6","44.1","68.0","55.6","54.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T07:00:00","35.1","66.0","50.2","55.3","43.0","68.0","55.3","54.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T08:00:00","36.0","66.0","51.1","57.6","46.9","70.0","57.6","56.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T09:00:00","36.0","66.9","51.2","60.7","50.0","72.0","60.7","60.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T10:00:00","34.0","66.0","50.9","63.8","52.0","75.0","63.8","63.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T11:00:00","33.1","66.0","50.7","66.4","53.1","78.1","66.3","66.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T12:00:00","33.1","64.9","50.2","68.5","55.0","80.1","68.3","68.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T13:00:00","32.0","66.0","49.9","70.0","55.0","81.0","69.8","69.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T14:00:00","32.0","64.9","49.6","71.0","55.9","82.0","70.8","70.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T15:00:00","30.9","64.9","49.4","71.6","57.0","82.9","71.4","71.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T16:00:00","30.9","64.9","49.1","71.3","57.0","82.9","71.2","70.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T17:00:00","30.9","64.9","49.2","69.9","55.9","81.0","69.8","69.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T18:00:00","33.1","64.9","49.6","66.6","54.0","77.0","66.5","66.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T19:00:00","33.1","64.9","49.8","64.4","53.1","75.9","64.4","64.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T20:00:00","34.0","64.9","49.9","63.2","52.0","73.9","63.2","62.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T21:00:00","35.1","64.9","49.9","62.0","51.1","73.0","62.0","61.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T22:00:00","35.1","64.9","49.9","61.0","48.9","72.0","60.9","60.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-28T23:00:00","35.1","64.9","49.8","59.9","48.9","72.0","59.9","59.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T00:00:00","35.1","64.9","49.9","59.0","46.9","71.1","59.0","58.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T01:00:00","35.1","64.9","49.8","58.2","46.9","70.0","58.2","57.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T02:00:00","35.1","64.9","49.8","57.4","45.0","70.0","57.4","56.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T03:00:00","35.1","64.9","49.8","56.7","45.0","69.1","56.7","55.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T04:00:00","35.1","66.0","49.9","56.2","44.1","68.0","56.2","55.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T05:00:00","34.0","66.0","49.8","55.7","44.1","68.0","55.7","54.5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T06:00:00","34.0","66.0","49.7","55.3","43.0","68.0","55.3","54.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T07:00:00","35.1","66.0","49.7","55.0","43.0","68.0","55.0","53.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T08:00:00","36.0","66.0","50.7","57.2","46.0","69.1","57.2","56.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T09:00:00","35.1","66.9","50.8","60.3","48.9","72.0","60.3","59.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T10:00:00","33.1","66.0","50.5","63.4","51.1","75.0","63.4","62.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T11:00:00","32.0","66.0","50.2","66.1","53.1","78.1","66.0","65.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T12:00:00","32.0","64.9","49.7","68.2","54.0","80.1","68.0","67.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T13:00:00","30.9","64.9","49.4","69.7","55.0","81.0","69.5","69.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T14:00:00","30.9","64.9","49.0","70.7","55.9","82.0","70.5","70.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T15:00:00","30.0","64.9","48.8","71.3","55.9","82.9","71.1","70.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T16:00:00","30.0","64.9","48.6","71.0","55.9","82.9","70.9","70.7"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T17:00:00","30.9","64.0","48.7","69.6","55.0","81.0","69.5","69.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T18:00:00","32.0","64.0","49.1","66.2","53.1","77.0","66.2","65.8"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T19:00:00","33.1","64.9","49.4","64.0","52.0","75.9","64.0","63.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T20:00:00","34.0","64.9","49.5","62.8","51.1","73.9","62.8","62.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T21:00:00","34.0","64.9","49.5","61.7","50.0","73.0","61.7","61.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T22:00:00","35.1","64.9","49.4","60.6","48.0","72.0","60.6","60.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-29T23:00:00","34.0","64.0","49.3","59.5","48.0","71.1","59.5","58.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T00:00:00","34.0","64.9","49.4","58.6","46.9","71.1","58.6","57.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T01:00:00","34.0","64.9","49.4","57.8","46.0","70.0","57.8","57.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T02:00:00","35.1","64.9","49.4","57.0","45.0","69.1","57.0","56.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T03:00:00","34.0","64.9","49.3","56.3","44.1","69.1","56.3","55.3"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T04:00:00","34.0","64.9","49.3","55.8","44.1","68.0","55.8","54.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T05:00:00","34.0","64.9","49.2","55.3","43.0","68.0","55.3","54.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T06:00:00","34.0","66.0","49.1","54.8","43.0","68.0","54.8","53.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T07:00:00","34.0","64.9","49.1","54.5","42.1","68.0","54.5","53.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T08:00:00","35.1","66.0","50.0","56.6","46.0","69.1","56.6","55.6"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T09:00:00","34.0","66.0","50.2","59.9","48.0","71.1","59.9","59.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T10:00:00","33.1","66.0","49.8","63.0","50.0","75.0","63.0","62.4"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T11:00:00","32.0","66.0","49.5","65.7","52.0","77.0","65.6","65.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T12:00:00","30.9","64.9","49.0","67.8","53.1","79.0","67.6","67.2"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T13:00:00","30.0","64.9","48.8","69.4","54.0","81.0","69.2","68.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T14:00:00","30.0","64.9","48.4","70.4","55.0","82.0","70.2","70.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","32.8978","-97.0189","170.7","10-30T15:00:00","30.0","64.9","48.3","71.0","55.9","82.0","70.8","70.5"
